HC_ID,year,month_full,month,day,date,proposal,status,text,Link,article_source_id,From,from_name,from_latitude,from_longitude,from_adm1_code_full,from_adm1_nr,from_adm1_name,from_country_code,To,to_name,to_latitude,to_longitude,to_adm1_code_full,to_adm1_nr,to_adm1_name,to_country_code
196,2022,March,3,23,2022-03-23,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,Borodyanka,,50.64225,29.91404,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
197,2022,March,3,23,2022-03-23,Ukraine,successful,"Status: successful; successful evacuation of civilians; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678 ;;; https://interfax.com/newsroom/top-stories/77284/?sphrase_id=85990,src-30,Svetilnya,,50.5657,31.1488,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
198,2022,March,3,23,2022-03-23,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,Rubezhne,,49.01,38.371389,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
199,2022,March,3,23,2022-03-23,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,Nyzhne,,48.92,39.02,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
200,2022,March,3,23,2022-03-23,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,Lysychansk,Lysychansk,48.90421,38.44094,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
201,2022,March,3,23,2022-03-23,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; Meanwhile, Ukrainian Deputy Prime Minister and Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereschuk said that nine humanitarian corridors have been approved for Wednesday.
 
 ""Nine humanitarian corridors have been approved in the Donetsk region from Mariupol to Zaporizhzhya... Berdyansk-Zaporizhzhya. Twenty-four buses are currently at the entry to Berdyansk. At 10:00 a.m. local time (11:00 a.m. Moscow time), they will enter the city to start evacuation,"" Vereshchuk said at a press briefing on Wednesday.
 
 There are also plans to open humanitarian corridors in the Zaporizhzhya region: from Polohy to Zaporizhzhya and from Hulyaypole to Zaporizhzhya, she said.
 
 In the Kyiv region, there will be humanitarian corridors from Velyka Dymerka to Brovary, from Bohdanivka to Brovary, from Borodyanka to Bila Tserkva, and from Svetilnya to Brovary.
 
 Humanitarian corridors from Rubezhne to Bakhmut and from Nyzhne to Bakhmut will be opened in the Luhansk region.
 
 ""These routes will also transit other cities where buses will stop to collect people - in Lysychansk, Sievierodonetsk...,"" Vereshchuk said.
 
 Vereshchuk said earlier that Mariupol residents who earlier arrived in Berdyansk were expected to be evacuated from Berdyansk on Wednesday.
 
 ""On Wednesday morning, buses will start picking up people from the gathering point near the city sports center,"" she said in a video address on Tuesday evening.
 
 Buses and a vehicle with petrol for Mariupol residents' cars were also expected to arrive from Zaporizhzhya. A total of 1,100 Mariupol residents, 5,926 of them on their own vehicles, left Berdyansk for Zaporizhzhya on Tuesday. Humanitarian aid was also delivered to Berdyansk, Vereshchuk said. ;;;;; 2,912 residents of Mariupol reached Zaporizhzhya on their own vehicles  see source: https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678",https://interfax.com/newsroom/top-stories/77242/?sphrase_id=83678,src-5,Sievierodonetsk,Sievierodonetsk,48.94628,38.48624,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
202,2022,March,3,24,2022-03-24,Ukraine,successful,"Status: successful; succesful evacuation of civilians; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-153,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
204,2022,March,3,24,2022-03-24,Ukraine,successful,"Status: successful; successful evacuation of civilians; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-28,Velyka Dymerka,Velyka Dymerka,50.59333,30.90313,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
205,2022,March,3,24,2022-03-24,Ukraine,successful,"Status: successful; successful evacuation of civilians; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-28,Bohdanivka,Bohdanivka,49.85,24.43333,UA.15,15,Lviv Oblast,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
206,2022,March,3,24,2022-03-24,Ukraine,successful,"Status: successful; successful evacuation of civilians; KYIV. March 25 (Interfax-Ukraine) - All the seven humanitarian corridors arranged for evacuating civilians in Ukraine on March 24 functioned as planned, and 3,343 people were evacuated via them, Ukrainian Deputy Prime Minister and Minister for Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77373/?sphrase_id=85990,src-28,Bervytsia,Bervytsia,50.63633,31.19342,UA.13,13,Kiev,UA,Brovary,Brovary,50.51809,30.80671,UA.13,13,Kiev,UA
208,2022,March,3,25,2022-03-25,Ukraine,successful,Status: successful; successful evacuation of civilians using private vehicles;   see source: https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85990,src-156,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
209,2022,March,3,25,2022-03-25,Ukraine,successful,"Status: successful; successful evacauation of civilians using buses + delivery of fuel to Brediansk + delivery of humanitarian goods (food, medicine);   see source: https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85991",https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85991,src-145,Berdiansk,,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
210,2022,March,3,25,2022-03-25,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85992,https://interfax.com/newsroom/top-stories/77414/?sphrase_id=85992,src-157,Melitopol,Melitopol,46.84735,35.38196,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
211,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; succesful evacuation of civilians by private vehicles;  all of ten approved humanitarian corridors opened on Saturday see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990,src-159,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
212,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; successful evacuation of civilians using buses;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991,src-160,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
213,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992,src-161,Plesetske,Plesetske,50.21923,30.11812,UA.13,13,Kiev,UA,Fastiv,Fastiv,50.0767,29.9177,UA.13,13,Kiev,UA
214,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85993,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85993,src-162,Krasna Slobidka,Krasna Slobidka,50.01436,30.57747,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
215,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85994,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85994,src-163,Rozhny,Rozhny,50.6669,30.73503,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
216,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85995,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85995,src-164,Sytnyaki,,50.41643,29.70186,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
217,2022,March,3,26,2022-03-26,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85996,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85996,src-165,Borodyanka,,50.64225,29.91404,UA.13,13,Kiev,UA,Bila Tserkva,Bila Tserkva,49.8004,30.12851,UA.13,13,Kiev,UA
224,2022,March,3,27,2022-03-27,Ukraine,successful,Status: successful; successful evacuation of civilians by private vehicles;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85990 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,src-199,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
225,2022,March,3,27,2022-03-27,Ukraine,successful,Status: successful; successful evacuation of civilians;   see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85991 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,src-226,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
226,2022,March,3,27,2022-03-27,Ukraine,successful,"Status: successful; successful evacuation of civilians;  via Kyivska, Shkilna, Kharkivska, Solnechna, Slovianska, Khebozavodska, Shevchenko, and Sosyura Streets see source: https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990",https://interfax.com/newsroom/top-stories/77444/?sphrase_id=85992 ;;;; https://interfax.com/newsroom/top-stories/77471/?sphrase_id=85990,src-228,Rubezhne,,49.01,38.371389,UA.14,14,Luhansk,UA,Bakhmut,Bakhmut,49.15,34.28333,UA.18,18,Poltava Oblast,UA
227,2022,March,3,28,2022-03-28,Ukraine,successful,Status: successful; successful evacuation of civilians by private vehicles and buses;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,src-229,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
228,2022,March,3,29,2022-03-29,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85990,src-230,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
229,2022,March,3,29,2022-03-29,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85991,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85991,src-231,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
230,2022,March,3,29,2022-03-29,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85992,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85992,src-232,Melitopol,Melitopol,46.84735,35.38196,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
231,2022,March,3,29,2022-03-29,Ukraine,proposed route/outcome unknown,Status: proposed route/outcome unknown;   see source: https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85993,https://interfax.com/newsroom/top-stories/77533/?sphrase_id=85993,src-233,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
234,2022,March,3,30,2022-03-30,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. March 30 (Interfax-Ukraine) - Three humanitarian corridors have been approved in Ukraine for Wednesday, Ukrainian Deputy Prime Minister, Minister of Reintegration of Temporarily Occupied Territories Iryna Vereshchuk said.  see source: https://interfax.com/newsroom/top-stories/77576/?sphrase_id=89238",https://interfax.com/newsroom/top-stories/77576/?sphrase_id=89238,src-27,Enerhodar,Enerhodar,47.49048,34.66199,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
237,2022,March,3,31,2022-03-31,Ukraine,uncertain,"Status: uncertain; uncertain; KYIV. March 31 (Interfax-Interfax) - Ukrainian Deputy Prime Minister, Minister for Reintegration of the Temporarily Occupied Territories Iryna Vereshchuk expressed hope that a humanitarian convoy will be able to reach Mariupol via Berdyansk, adding that two humanitarian corridors from Melitopol and Enerhodar have been approved in the Zaporizhzhya region, the Ukrainian presidential office quoted Vereshchuk as saying on Thursday.  see source: https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238",https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238https://interfax.com/newsroom/top-stories/77660/?sphrase_id=89238,src-234,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA
238,2022,January,1,4,2022-01-04,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Corridor route: Mariupol - Manhush - Berdyansk - Tokmak - Vasylivka - Kamyanske - Zaporizhzhya see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89238",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89238,src-235,Mariupol,Mariupol,47.09514,37.54131,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
239,2022,January,1,4,2022-01-04,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday.  see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89239",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89239,src-236,Manhush,Manhush,47.05625,37.31193,UA.05,5,Donetsk Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
240,2022,January,1,4,2022-01-04,Ukraine,proposed route/outcome unknown,"Status: proposed route/outcome unknown; KYIV. April 1 (Interfax-Ukraine) - Nine humanitarian corridors were opened in Ukraine on Friday, April 1, including those from Mariupol, Enerhodar, Berdyansk and Melitopol to Zaporizhzhya, as well as from Rubizhne, Severodonetsk, Popasna, Lysychansk, and Nyzhne to Bakhmut in the Donetsk region, Ukrainian Deputy Prime Minister and Minister for Temporarily Occupied Territories Iryna Vereshchuk said on Friday. Brdyasnk-Zaprorizhzhya as aprt of route from Mariupol see source: https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89240",https://interfax.com/newsroom/top-stories/77721/?sphrase_id=89240,src-237,Berdyansk,Berdyansk,46.75578,36.78815,UA.26,26,Zaporizhzhya Oblast,UA,Zaporizhzhya,Zaporizhzhya,47.85167,35.11714,UA.26,26,Zaporizhzhya Oblast,UA
